date,route_id,total_trips,early_am_trips,peak_am_trips,midday_trips,peak_pm_trips,evening_pm_trips,late_pm_trips,local_trips,express_trips,typical_trips,atypical_trips
2021-07-06,CR-Fitchburg,34,2,6,15,6,4,1,34,0,0,34
2021-07-06,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-06,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-06,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-06,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-06,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-06,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-06,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-06,CR-Haverhill,45,2,10,19,9,4,1,15,30,0,45
2021-07-06,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-07,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-07,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-07,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-07,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-07,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-07,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-07,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-07,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-07,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-07,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-07,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-07,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-08,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-08,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-08,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-08,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-08,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-08,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-08,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-08,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-08,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-08,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-08,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-08,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-09,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-09,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-09,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-09,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-09,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-09,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-09,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-09,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-09,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-09,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-09,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-09,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-10,CR-Worcester,20,2,2,8,3,3,2,20,0,20,0
2021-07-10,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-10,CR-Middleborough,20,1,2,10,3,3,1,20,0,20,0
2021-07-10,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-10,CR-Kingston,18,1,3,7,3,2,2,16,2,18,0
2021-07-10,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-10,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-10,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-10,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-10,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-10,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-10,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-07-11,CR-Worcester,20,2,2,8,3,3,2,20,0,20,0
2021-07-11,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-11,CR-Middleborough,20,1,2,10,3,3,1,20,0,20,0
2021-07-11,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-11,CR-Kingston,18,1,3,7,3,2,2,16,2,18,0
2021-07-11,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-11,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-11,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-11,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-11,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-11,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-11,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-07-12,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-12,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-12,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-12,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-12,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-12,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-12,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-12,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-12,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-12,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-12,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-12,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-13,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-13,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-13,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-13,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-13,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-13,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-13,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-13,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-13,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-13,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-13,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-13,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-14,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-14,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-14,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-14,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-14,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-14,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-14,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-14,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-14,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-14,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-14,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-14,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-15,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-15,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-15,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-15,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-15,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-15,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-15,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-15,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-15,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-15,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-15,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-15,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-16,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-16,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-16,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-16,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-16,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-16,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-16,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-16,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-16,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-16,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-16,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-16,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-17,CR-Worcester,20,2,2,8,3,3,2,20,0,20,0
2021-07-17,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-17,CR-Middleborough,20,1,2,10,3,3,1,20,0,0,20
2021-07-17,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-17,CR-Kingston,18,1,4,6,3,2,2,18,0,0,18
2021-07-17,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-17,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-17,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-17,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-17,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-17,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-17,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-07-18,CR-Worcester,20,2,2,8,3,3,2,20,0,20,0
2021-07-18,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-18,CR-Middleborough,20,1,2,10,3,3,1,20,0,0,20
2021-07-18,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-18,CR-Kingston,18,1,4,6,3,2,2,18,0,0,18
2021-07-18,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-18,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-18,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-18,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-18,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-18,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-18,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-07-19,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-19,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-19,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-19,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-19,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-19,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-19,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-19,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-19,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-19,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-19,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-19,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-20,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-20,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-20,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-20,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-20,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-20,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-20,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-20,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-20,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-20,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-20,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-20,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-21,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-21,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-21,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-21,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-21,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-21,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-21,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-21,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-21,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-21,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-21,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-21,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-22,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-22,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-22,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-22,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-22,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-22,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-22,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-22,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-22,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-22,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-22,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-22,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-23,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-23,CR-Worcester,46,4,8,15,11,6,2,14,32,0,46
2021-07-23,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-23,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-23,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-23,CR-Middleborough,30,3,5,10,6,5,1,30,0,0,30
2021-07-23,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-23,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-23,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-23,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-23,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-23,CR-Kingston,19,1,5,6,3,2,2,19,0,0,19
2021-07-24,CR-Worcester,20,2,2,8,3,3,2,20,0,0,20
2021-07-24,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-24,CR-Middleborough,20,1,2,10,3,3,1,20,0,0,20
2021-07-24,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-24,CR-Kingston,18,1,4,6,3,2,2,18,0,0,18
2021-07-24,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-24,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-24,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-24,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-24,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-24,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-24,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-07-25,CR-Worcester,20,2,2,8,3,3,2,20,0,0,20
2021-07-25,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-25,CR-Middleborough,20,1,2,10,3,3,1,20,0,0,20
2021-07-25,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-25,CR-Kingston,18,1,4,6,3,2,2,18,0,0,18
2021-07-25,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-25,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-25,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-25,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-25,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-25,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-25,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-07-26,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-26,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-26,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-26,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-26,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-26,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-26,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-26,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-26,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-26,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-26,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-26,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-27,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-27,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-27,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-27,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-27,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-27,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-27,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-27,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-27,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-27,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-27,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-27,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-28,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-28,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-28,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-28,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-28,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-28,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-28,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-28,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-28,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-28,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-28,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-28,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-29,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-29,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-29,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-29,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-29,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-29,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-29,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-29,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-29,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-29,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-29,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-29,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-30,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-07-30,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-07-30,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-07-30,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-07-30,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-07-30,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-07-30,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-07-30,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-07-30,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-07-30,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-07-30,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-07-30,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-07-31,CR-Worcester,20,2,2,8,3,3,2,20,0,20,0
2021-07-31,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-07-31,CR-Middleborough,20,1,2,10,3,3,1,20,0,20,0
2021-07-31,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-07-31,CR-Kingston,18,1,3,7,3,2,2,16,2,18,0
2021-07-31,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-07-31,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-07-31,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-07-31,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-07-31,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-07-31,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-07-31,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-08-01,CR-Worcester,20,2,2,8,3,3,2,20,0,20,0
2021-08-01,CR-Newburyport,36,2,6,14,6,5,3,36,0,36,0
2021-08-01,CR-Middleborough,20,1,2,10,3,3,1,20,0,20,0
2021-08-01,CR-Franklin,18,1,3,6,4,2,2,18,0,18,0
2021-08-01,CR-Kingston,18,1,3,7,3,2,2,16,2,18,0
2021-08-01,CR-Lowell,18,1,3,7,3,3,1,18,0,18,0
2021-08-01,CR-Providence,18,1,3,7,3,3,1,18,0,18,0
2021-08-01,CR-Haverhill,16,1,2,7,3,2,1,16,0,0,16
2021-08-01,CR-Fitchburg,16,1,2,7,3,2,1,16,0,0,16
2021-08-01,CR-Greenbush,16,1,1,8,2,3,1,16,0,16,0
2021-08-01,CR-Fairmount,24,1,4,9,4,4,2,24,0,24,0
2021-08-01,CR-Needham,16,1,3,6,3,2,1,16,0,16,0
2021-08-02,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-08-02,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-08-02,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-08-02,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-08-02,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-08-02,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-08-02,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-08-02,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-08-02,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-08-02,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-08-02,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-08-02,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-08-03,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-08-03,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-08-03,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-08-03,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-08-03,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-08-03,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-08-03,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-08-03,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-08-03,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-08-03,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-08-03,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-08-03,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-08-04,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-08-04,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-08-04,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-08-04,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-08-04,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-08-04,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-08-04,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-08-04,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-08-04,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-08-04,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-08-04,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-08-04,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-08-05,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-08-05,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
2021-08-05,CR-Fitchburg,34,2,6,15,6,4,1,34,0,34,0
2021-08-05,CR-Fairmount,47,5,8,16,8,8,2,47,0,47,0
2021-08-05,CR-Newburyport,57,4,11,23,10,7,2,57,0,57,0
2021-08-05,CR-Middleborough,30,3,5,10,6,5,1,30,0,30,0
2021-08-05,CR-Lowell,43,4,8,14,8,7,2,43,0,43,0
2021-08-05,CR-Needham,32,2,6,13,6,4,1,31,1,32,0
2021-08-05,CR-Franklin,38,2,8,14,8,4,2,1,37,38,0
2021-08-05,CR-Greenbush,26,1,5,12,5,2,1,25,1,26,0
2021-08-05,CR-Haverhill,45,2,10,19,9,4,1,23,22,45,0
2021-08-05,CR-Kingston,26,1,5,11,5,2,2,24,2,26,0
2021-08-06,CR-Providence,72,6,14,25,14,11,2,3,69,72,0
2021-08-06,CR-Worcester,46,4,8,15,11,6,2,15,31,0,46
